Observation Number,dist_cod,county,district,gr_span,enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
141,71050,Stanislaus,Chatom Union Elementary,KK-08,806,41.52999878,7.178800106,56.67509842,36,644.6999512,0.044665013,5105.179688,19.40765762,12.43133259,30.14888382,645.2999878,644.0999756
142,73726,Merced,Merced River Union Elementary,KK-08,227,11.60000038,18.06170082,59.03079987,25,644.9500122,0.110132158,5519.677246,19.568964,14.90600014,15.85902977,649.7000122,640.2000122
143,72462,Ventura,Hueneme Elementary,KK-08,8416,391.4200134,12.39900017,71.91210175,1333,645.0999756,0.158388779,5065.911133,21.50119972,12.66989994,43.75,642.9000244,647.2999878
144,62737,Humboldt,Cuddeback Union Elementary,KK-08,149,8.5,19.46310043,59.0603981,30,645.25,0.201342285,5182.428223,17.52941132,10.33300018,0,656.7999878,633.7000122
145,62703,Humboldt,Blue Lake Union Elementary,KK-08,220,13.39000034,19.1303997,52.1739006,48,645.5499878,0.218181819,5960.464355,16.43017197,11.97200012,0,658,633.0999756
146,68205,San Diego,Lemon Grove Elementary,KK-08,4612,232.9700012,17.47610092,65.91500092,601,645.5500488,0.130312234,5124.836426,19.79653931,12.82699966,16.65221214,647.7000122,643.4000244
147,64063,Lake,Upper Lake Union Elementary,KK-08,590,34.33000183,37.4367981,70.65769958,71,645.5999756,0.120338984,5655.133301,17.18613434,10.03999996,3.22033906,644.7999878,646.4000244
148,62984,Humboldt,Peninsula Union Elementary,KK-08,133,7.550000191,25,72.14289856,25,645.75,0.187969923,5811.689941,17.61589432,13.33500004,0,644.2999878,647.2000122
149,72512,Ventura,Ocean View Elementary,KK-08,2440,121.2399979,7.275899887,47.0298996,116,645.75,0.047540985,5467.673828,20.12537193,9.854000092,48.52458954,645.5,646
150,71647,Tehama,Reeds Creek Elementary,KK-08,133,6,11.19400024,35.82089996,0,646,0,5213.089355,22.16666603,11.42599964,0.751879692,652.5,639.5
151,67280,Sacramento,Arcohe Union Elementary,KK-08,519,26,16.76300049,37.95759964,65,646.2000122,0.125240847,4613.1875,19.96153831,15.13099957,1.92678237,650.9000244,641.5
152,68627,San Joaquin,New Jerusalem Elementary,KK-08,222,11.65999985,7.589300156,40.625,30,646.3499756,0.135135129,4886.983887,19.0394516,14.57800007,13.51351261,643,649.7000122
153,70243,Siskiyou,Dunsmuir Elementary,KK-08,285,18.71999931,26.64229965,76.27739716,36,646.4000244,0.126315787,6455.136719,15.22435951,10.26799965,0,641.5999756,651.2000122
154,71282,Stanislaus,Stanislaus Union Elementary,KK-08,3129,147.9799957,26.16760063,55.7901001,471,646.5,0.150527328,5125.433105,21.1447506,15.59285736,16.71460533,647.7999878,645.2000122
155,62240,Fresno,Kingsburg Joint Union Elementary,KK-08,2019,102.7799988,10.25259972,40.5646019,167,646.5499878,0.082714215,5193.692383,19.64389992,11.23799992,5.943536282,649.0999756,644
156,66456,Orange,Buena Park Elementary,KK-08,5620,267,10.30949974,55.09389877,316,646.7000122,0.056227759,5002.838867,21.04868889,15.05137539,36.17437744,644,649.4000244
157,66746,Orange,Westminster Elementary,KK-08,9775,484.5,13.04300022,62.50389862,1218,646.9000244,0.124603577,5337.625488,20.17543793,15.41317654,44.97186661,645.5999756,648.2000122
158,63933,Kings,Island Union Elementary,KK-08,246,11.5,9.756099701,43.90240097,38,646.9499512,0.154471546,5161.202148,21.39130402,11.08100033,16.66666794,647.7999878,646.0999756
159,72231,Tulare,Tulare City Elementary,KK-08,7210,360.3500061,26.62680054,68.85790253,800,647.0499878,0.110957004,5158.791992,20.00832558,10.09799957,15.18723965,642.5,651.5999756
160,68023,San Diego,Chula Vista Elementary,KK-06,21338,1051.579956,13.22719955,45.99499893,2889,647.25,0.135392264,5123.474121,20.2913723,14.29829979,34.33779907,645,649.5
161,69880,Shasta,Black Butte Union Elementary,KK-08,477,27,25.36689949,59.53879929,27,647.2999878,0.056603774,5782.543945,17.66666603,11.80300045,0,650.7999878,643.7999878
162,65763,Merced,McSwain Union Elementary,KK-08,727,39.90000153,10.17879963,32.18709946,50,647.5999756,0.068775788,4842.60791,18.22055054,9.972000122,13.06739998,649.4000244,645.7999878
163,71381,Sutter,Franklin Elementary,KK-08,374,18.45000076,6.684500217,7.486599922,46,647.5999756,0.122994654,4219.40625,20.27100182,15.4090004,4.278074741,651.5999756,643.5999756
164,68098,San Diego,Escondido Union Elementary,KK-08,18255,903.7600098,11.22169971,58.53310013,2001,648,0.109613806,5081.169922,20.198946,15.2937994,39.5946312,645,651
165,64485,Los Angeles,East Whittier City Elementary,KK-08,8787,410.9100037,10.02270031,32.48300171,1058,648.2000122,0.120405145,5144.993652,21.38424492,15.53292847,21.66837311,648,648.4000244
166,73544,Kern,Rio Bravo-Greeley Union Elementary,KK-08,797,38,7.026299953,35.75910187,60,648.25,0.075282305,4674.298828,20.97368431,16.29299927,3.262233257,648.7999878,647.7000122
167,71407,Sutter,Marcum-Illinois Union Elementary,KK-08,140,7,3.571399927,39.28570175,40,648.3499756,0.285714298,4830.326172,20,12.875,7.857142925,651.5999756,645.0999756
168,68437,San Diego,Vallecitos Elementary,KK-08,235,13.69999981,6.808499813,67.23400116,51,648.7000122,0.217021272,5621.687988,17.15328407,16.62299919,39.57446671,643.4000244,654
169,67918,San Bernardino,Victor Elementary,KK-06,8294,371.1000061,23.19750023,51.56740189,1295,648.9499512,0.15613696,4948.868164,22.3497715,12.54988289,10.12780285,645.0999756,652.7999878
170,66696,Orange,Savanna Elementary,KK-06,2409,108.6600037,8.151499748,52.12020111,354,649.1500244,0.146948949,5100.975586,22.17007065,14.25857162,27.52179146,646,652.2999878
171,71001,Sonoma,West Side Union Elementary,KK-06,150,8.25,3.225800037,23.22579956,16,649.3000488,0.106666669,5132.788574,18.18181801,18.32600021,14,655.2000122,643.4000244
172,69971,Shasta,Enterprise Elementary,KK-08,3981,210,41.77339935,51.77090073,606,649.5,0.152223065,5358.51709,18.95714378,12.74914265,8.842000008,649.7999878,649.2000122
173,71621,Tehama,Red Bluff Union Elementary,KK-08,2326,117.8000031,17.97509956,52.25230026,345,649.6999512,0.148323298,5149.186523,19.74533081,11.42599964,6.405846596,651.2999878,648.0999756
174,72363,Tuolumne,Jamestown Elementary,KK-08,501,30.5,20.63489914,54.76190186,163,649.8499756,0.325349301,5373.206543,16.42622948,8.829999924,2.395209789,652.5999756,647.0999756
175,70482,Siskiyou,Weed Union Elementary,KK-08,470,28.27000046,31.33049965,89.69960022,48,650.4499512,0.102127656,6485.166016,16.62539673,11.17599964,5.957447052,655.0999756,645.7999878
176,63032,Humboldt,South Bay Union Elementary,KK-06,575,35.09999847,26.43479919,59.13040161,59,650.5499878,0.102608696,5504.025391,16.38176727,14.22799969,8.173913002,654.5999756,646.5
177,61655,Contra Costa,Brentwood Union Elementary,KK-08,3519,175.3000031,5.54129982,29.78120041,789,650.5999756,0.224211425,5105.734375,20.07415771,15.02700043,15.45893669,655.4000244,645.7999878
178,72405,Tuolumne,Summerville Elementary,KK-08,474,26.34000015,21.9958992,54.9897995,61,650.6500244,0.128691986,5634.730957,17.99544334,10.52099991,0,653.5999756,647.7000122
179,66860,Placer,Ophir Elementary,KK-08,223,11.5,1.754400015,17.54389954,60,650.9000244,0.269058287,4980.294434,19.39130402,18.62599945,0,651.7999878,650
180,70821,Sonoma,Montgomery Elementary,KK-08,92,5.599999905,13.54170036,0,22,650.9000244,0.239130437,6113.859863,16.4285717,22.52899933,0,656.0999756,645.7000122
181,70912,Sonoma,Santa Rosa Elementary,KK-06,4971,297.1400146,14.70940018,55.10079956,500,651.1500244,0.100583382,5850,16.72948647,18.29838943,31.82458305,653.2999878,649
182,71266,Stanislaus,Salida Union Elementary,KK-08,2617,107.1949997,8.368200302,32.36970139,226,651.2000122,0.086358428,4547.944824,24.41345215,11.88574982,12.80091667,651.7000122,650.7000122
183,70128,Shasta,Shasta Union Elementary,KK-08,242,13.25,28.0991993,51.6529007,32,651.3499756,0.132231399,5011.840332,18.26415062,9.925999641,0,654.4000244,648.2999878
184,62802,Humboldt,Fortuna Union Elementary,KK-08,780,41.15000153,16.5394001,50.76340103,75,651.4000244,0.096153848,5261.370605,18.95504189,14.19699955,3.846153975,662,640.7999878
185,72090,Tulare,Rockford  Elementary,KK-08,324,15.39999962,13.0031004,58.20429993,50,651.4500122,0.154320985,4276.115234,21.03896141,9.630000114,2.469135761,647,655.9000244
186,62638,Glenn,Plaza Elementary,KK-08,140,6.75,7.85710001,45.71429825,25,651.8000488,0.178571433,4566.27002,20.74073982,10.63899994,10.71428585,654.2000122,649.4000244
187,70813,Sonoma,Monte Rio Union Elementary,KK-08,181,10,25.4144001,66.85079956,26,651.8499756,0.143646404,6049.495117,18.10000038,14.47500038,0,651.9000244,651.7999878
188,64105,Lassen,Janesville Union Elementary,KK-08,516,26,9.259300232,24.81480026,65,651.9000244,0.125968993,4974.28125,19.84615326,13.46700001,1.937984467,656.2999878,647.5
189,63172,Imperial,Magnolia Union Elementary,KK-08,108,5,3.669699907,32.11009979,25,652,0.231481478,4432.478027,21.60000038,9.664999962,4.629629612,648.2000122,655.7999878
190,64188,Lassen,Shaffer Union Elementary,KK-08,419,18.67000008,13.95349979,50,58,652.0999756,0.138424814,4924.619141,22.44242096,12.70800018,5.250596523,656.4000244,647.7999878
191,66506,Orange,Fullerton Elementary,KK-08,12567,546.0499878,7.623099804,40.3995018,1099,652.0999756,0.087451264,4603.659668,23.01437569,17.82299995,27.54038239,651.5999756,652.5999756
192,70649,Sonoma,Cinnabar Elementary,KK-06,287,16.17000008,3.793100119,31.03450012,65,652.2999878,0.226480842,5973.925293,17.74891853,17.15600014,14.98257828,655.0999756,649.5
193,69278,Santa Barbara,Santa Barbara Elementary,KK-08,6201,339.1000061,7.179599762,47.70249939,634,652.3000488,0.102241576,5215.943848,18.28664017,19.58963585,47.87937546,650.9000244,653.7000122
194,63016,Humboldt,Rohnerville Elementary,KK-08,577,29.95000076,20.33609962,46.05039978,134,652.3499756,0.2322357,4882.236816,19.26544189,14.19699955,0,657.2000122,647.5
195,71431,Sutter,Pleasant Grove Joint Union Elementary,KK-08,170,7.5,10.58819962,32.35290146,41,652.4000244,0.241176471,4145.835938,22.66666603,11.9119997,1.764706016,660.2999878,644.5
196,73700,Shasta,Mountain Union Elementary,KK-08,164,8.5,33.53659821,65.85369873,36,652.4000244,0.219512194,7542.038086,19.29411697,13.38599968,0,655.2000122,649.5999756
197,63784,Kern,South Fork Union Elementary,KK-08,382,22,29.23830032,59.21379852,75,652.5,0.196335077,5247.018066,17.36363602,11.5539999,0,653.0999756,651.9000244
198,68155,San Diego,Jamul-Dulzura Union Elementary,KK-08,1221,61.59999847,4.34070015,25.3071003,250,652.8499756,0.20475021,5169.814941,19.8214283,19.02599907,7.289107323,656.7999878,648.9000244
199,69765,Santa Cruz,Live Oak Elementary,KK-08,2214,108.3499985,12.8725996,36.44990158,213,653.0999756,0.096205965,5951.005859,20.43377876,16.40699959,17.02800369,656.0999756,650.0999756
200,67116,Riverside,Menifee Union Elementary,KK-08,4523,215,5.751900196,29.19869995,409,653.4000244,0.090426706,4746.572266,21.03720856,14.05799961,10.43555164,653.7000122,653.0999756
201,63552,Kern,Lakeside Union Elementary,KK-08,793,39.79999924,4.413599968,30.76919937,49,653.5,0.061790667,4944.092285,19.92462349,19.06800079,2.269861221,652.4000244,654.5999756
202,69724,Santa Clara,Whisman Elementary,KK-08,1678,88.26999664,5.482699871,38.20019913,254,653.5499878,0.151370674,6306.487305,19.00985718,20.77000046,28.24791336,655.5999756,651.5
203,63180,Imperial,McCabe Union Elementary,KK-08,536,22.5,5.597000122,28.17160034,35,653.5500488,0.065298505,4260.306641,23.82222176,10.26399994,8.768656731,653.4000244,653.7000122
204,68551,San Joaquin,Lammersville Elementary,KK-08,307,15.85000038,5.537499905,28.66449928,36,653.6999512,0.117263846,4718.163086,19.36908531,14.57800007,7.491856575,654.0999756,653.2999878
205,71563,Tehama,Lassen View Union Elementary,KK-08,347,17.5,18.44379997,53.60229874,56,653.7999878,0.161383286,4751.299805,19.82857132,10.20199966,9.798271179,655.5,652.0999756
206,62927,Humboldt,Loleta Union Elementary,KK-08,168,11.01000023,29.16670036,63.69049835,30,653.8499756,0.178571433,5653.453613,15.25885487,12.50199986,12.5,655.9000244,651.7999878
207,70045,Shasta,Junction Elementary,KK-08,532,31,10.50660038,29.64349937,81,653.9499512,0.152255639,5920.253418,17.16129112,13.90600014,0,656.5999756,651.2999878
208,64931,Los Angeles,Rosemead Elementary,KK-08,3272,150,24.02199936,76.77259827,374,654.0999756,0.114303179,4825.59082,21.81333351,9.986000061,31.20415497,651.4000244,656.7999878
209,66332,Nevada,Grass Valley Elementary,KK-08,2045,107.2099991,12.12709999,40.92910004,268,654.1999512,0.131051347,5532.582031,19.07471275,13.71199989,1.369193196,657.7999878,650.5999756
210,71829,Tulare,Buena Vista Elementary,KK-08,156,6.050000191,10.42940044,47.85279846,7,654.1999512,0.044871796,3926.06958,25.78512383,10.09799957,9.615385056,659.7999878,648.5999756
211,63545,Kern,Kernville Union Elementary,KK-08,1129,61.99000168,34.1894989,62.26750183,164,654.2999878,0.145261288,5805.636719,18.21261406,11.29100037,0,655.0999756,653.5
212,67348,Sacramento,Galt Joint Union Elementary,KK-08,3669,201.9700012,11.35890007,41.05459976,500,654.5999756,0.136276916,4899.239746,18.16606331,13.22500038,24.25728989,652.7000122,656.5
213,67553,San Benito,Southside Elementary,KK-08,157,9.25,1.898699999,10.12660027,19,654.8499756,0.12101911,4884.862305,16.97297287,13.63000011,9.554140091,654.2000122,655.5
214,68189,San Diego,Lakeside Union Elementary,KK-08,4928,229.1999969,8.541999817,25.88850021,618,654.8499756,0.125405848,5139.9375,21.50087357,14.62300014,5.92532444,653.5,656.2000122
215,71423,Sutter,Nuestro Elementary,KK-08,103,5,5.825200081,23.3010006,13,654.9000244,0.126213595,5249.364746,20.60000038,8.776000023,0.970873773,662.2000122,647.5999756
216,61994,Fresno,Alvina Elementary,KK-08,175,10.30000019,14.85709953,70.28569794,17,655.0499878,0.09714286,5399.070313,16.9902916,10.3380003,18.2857132,650,660.0999756
217,61762,Contra Costa,Oakley Union Elementary,KK-08,4153,199.8600006,7.526899815,23.4409008,241,655.0500488,0.058030341,4965.290039,20.77954483,16.32299995,4.984348774,657.4000244,652.7000122
218,70268,Siskiyou,Etna Union Elementary,KK-06,280,18.04999924,8.695699692,56.52170181,67,655.0500488,0.239285707,6210.323242,15.51246643,10.65633297,4.285714626,660.4000244,649.7000122
219,68544,San Joaquin,Jefferson Elementary,KK-08,865,43.5,3.084199905,12.57409954,96,655.1999512,0.110982656,4797.503418,19.88505745,14.57800007,3.352601051,660.7999878,649.5999756
220,69377,Santa Clara,Berryessa Union Elementary,KK-08,8735,408.2000122,7.496600151,21.34339905,1120,655.3000488,0.128219798,5397.161621,21.39882278,18.63059998,32.70749664,655.4000244,655.2000122
221,63958,Kings,Kit Carson Union Elementary,KK-08,412,20.10000038,8.73789978,60.92229843,72,655.3499756,0.174757287,5078.5,20.49751282,11.11600018,9.46601963,653,657.7000122
222,71290,Stanislaus,Sylvan Union Elementary,KK-08,6373,329.1199951,12.67850018,36.88999939,624,655.3499756,0.097913072,4733.746582,19.36375809,14.59766674,6.260787487,657.5999756,653.0999756
223,68635,San Joaquin,Oak View Union Elementary,KK-08,332,18.79999924,9.036100388,34.03609848,73,655.4000244,0.219879523,4963.060059,17.65957451,15.49300003,13.25301266,653.2000122,657.5999756
224,66787,Placer,Auburn Union Elementary,KK-08,2903,138.1199951,11.12639999,34.44710159,192,655.5499878,0.066138476,5431.177246,21.01795578,16.27199936,3.169135332,662,649.0999756
225,67504,San Benito,North County Joint Union Elementary,KK-08,565,29.64999962,6.725699902,36.6371994,60,655.6999512,0.10619469,5382.088867,19.0556488,13.63000011,16.9911499,651.5999756,659.7999878
226,61945,El Dorado,Pioneer Union Elementary,KK-08,586,26,7.508500099,37.88399887,78,655.7999878,0.1331058,5724.441895,22.53846169,12.39400005,0.853242338,662,649.5999756
227,67645,San Bernardino,Central Elementary,KK-08,5068,240.1000061,7.063899994,34.2344017,626,655.8499756,0.123520128,4843.427246,21.10787201,15.33100033,6.649565697,655.9000244,655.7999878
228,70094,Shasta,Pacheco Union Elementary,KK-08,859,42.84000015,16.4144001,40.1629982,118,656.4000244,0.137369037,5730.349121,20.05135345,12.66600037,0.116414435,654.0999756,658.7000122
229,66316,Nevada,Chicago Park Elementary,KK-08,145,10.21000004,8.275899887,20,20,656.5,0.137931034,5635.786133,14.20176315,13.71199989,0,657.7999878,655.2000122
230,68874,San Mateo,Brisbane Elementary,KK-08,649,35.125,3.852099895,19.5685997,155,656.5500488,0.238828972,5671.657227,18.47686768,17.78033447,6.933744431,658.7000122,654.4000244
231,63883,Kings,Central Union Elementary,KK-08,1789,96,2.962500095,56.00889969,435,656.6500244,0.243152604,7070.633301,18.63541603,10.55666733,9.558412552,655.4000244,657.9000244
232,70011,Shasta,Happy Valley Union Elementary,KK-08,775,37,24.90320015,61.41939926,50,656.7000122,0.064516127,5097.343262,20.94594574,10.52299976,0.90322578,661.5,651.9000244
233,61572,Calaveras,Mark Twain Union Elementary,KK-08,777,36.84999847,12.98869991,39.84870148,148,656.8000488,0.190476194,5482.677246,21.08548164,13.24300003,1.158301115,663.4000244,650.2000122
234,65458,Marin,San Rafael City Elementary,KK-08,3518,188.1999969,9.770799637,49.42689896,419,656.8000488,0.119101763,5642.832031,18.69288063,22.47299957,40.10801697,656.7000122,656.9000244
235,67991,San Diego,Cajon Valley Union Elementary,KK-08,19294,924.5700073,18.93190002,50.97079849,2401,657,0.124442831,5280.023438,20.86807823,15.68465424,16.66321182,657.5999756,656.4000244
236,69393,Santa Clara,Campbell Union Elementary,KK-08,7661,386.4200134,7.805799961,32.13679886,1158,657,0.151155204,5433.339844,19.82557678,23.48374939,21.95535851,657.2999878,656.7000122
237,71365,Sutter,Browns Elementary,KK-08,158,8,6.329100132,25.31649971,34,657.1500244,0.215189874,4529.283691,19.75,11.64900017,8.860759735,661,653.2999878
238,66324,Nevada,Clear Creek Elementary,KK-08,117,6,8.403400421,36.1344986,42,657.4000244,0.358974367,6039.98584,19.5,16.3560009,0.854700923,664.9000244,649.9000244
239,63057,Humboldt,Trinidad Union Elementary,KK-08,160,8.699999809,16.09199905,36.78160095,37,657.5,0.231250003,6168.229492,18.39080429,14.07400036,0,672.7999878,642.2000122
240,70722,Sonoma,Guerneville Elementary,KK-08,511,27.20000076,27.48539925,51.85189819,30,657.5500488,0.058708414,5774.970215,18.78676414,13.43700027,3.913894176,664.2000122,650.9000244
241,69013,San Mateo,San Bruno Park Elementary,KK-08,2770,140.1100006,3.610100031,25.55960083,296,657.6500244,0.106859207,4806.761719,19.77017975,18.33799934,11.94945908,659.7000122,655.5999756
242,71472,Tehama,Antelope Elementary,KK-08,551,28.5,15.2343998,51.5625,46,657.75,0.083484575,4840.936035,19.33333397,11.42599964,3.992740393,660.2000122,655.2999878
243,66472,Orange,Centralia Elementary,KK-06,5205,242.5,8.318900108,37.29109955,474,657.7999878,0.091066286,4954.466309,21.46391678,15.74991703,22.93948174,655.0999756,660.5
244,67702,San Bernardino,Etiwanda Elementary,KK-08,6437,278.8399963,2.516700029,17.1508007,622,657.9000244,0.096628867,4023.531738,23.08492279,15.77900028,2.485630035,658.5,657.2999878
245,65169,Los Angeles,Wiseburn Elementary,KK-08,1712,81.27999878,5.373799801,32.65190125,122,658,0.071261682,5179.411133,21.0629921,14.06200027,9.871495247,657,659
246,63024,Humboldt,Scotia Union Elementary,KK-08,370,19.79999924,6.504099846,36.31439972,56,658.3499756,0.151351348,4385.229492,18.68686867,12.17399979,0.540540576,664,652.7000122
247,67785,San Bernardino,Mountain View Elementary,KK-08,3182,153.1999969,3.530499935,26.94330025,328,658.5999756,0.103079826,4777.512695,20.77023506,12.89999962,8.95663166,654.7000122,662.5
248,68791,San Luis Obispo,Pleasant Valley Joint Union Elementary,KK-06,139,7.199999809,0.719399989,29.49640083,32,658.7999878,0.230215833,4862.790527,19.30555534,10.97099972,6.47481966,661.2999878,656.2999878
249,69625,Santa Clara,Oak Grove Elementary,KK-08,11855,588.8400269,9.015800476,32.76549911,1507,659.0500488,0.127119362,5486.029785,20.13280296,17.43519974,20.72543144,654.9000244,663.2000122
250,61960,El Dorado,Pollock Pines Elementary,KK-08,1068,51.66999817,12.82769966,36.79779816,129,659.1500244,0.120786518,5486.382324,20.66963577,14.76000023,0.187265918,662.0999756,656.2000122
251,64345,Los Angeles,Castaic Union Elementary,KK-08,2295,103,4.039500237,31.3708992,224,659.3499756,0.097603485,4631.243652,22.28155327,14.60299969,13.98692894,658.2999878,660.4000244
252,63255,Inyo,Bishop Union Elementary,KK-08,1510,73.30000305,10.25979996,37.10860062,141,659.4000244,0.093377486,5189.62793,20.60027122,13.52233315,8.741721153,662.7999878,656
253,69138,Santa Barbara,Buellton Union Elementary,KK-08,579,27.79999924,1.5,31.5,60,659.4000244,0.103626944,4600.606445,20.82733917,16.66900063,20.03454208,660,658.7999878
254,75135,Madera,Chawanakee Jt. Elementary,KK-08,1012,52.63999939,10.4847002,33.63010025,140,659.7999878,0.138339922,6735.775391,19.22492409,13.52225018,1.383399248,660.7999878,658.7999878
255,70508,Siskiyou,Yreka Union Elementary,KK-08,1212,68.65000153,18.29719925,47.12469864,107,659.9000244,0.088283829,5475.172852,17.6547699,12.51799965,2.062706232,660.4000244,659.4000244
256,70599,Sonoma,Alexander Valley Union Elementary,KK-06,119,7,4,33.59999847,23,660.0500488,0.193277314,5990.794434,17,18.32600021,28.57143021,661.7000122,658.4000244
257,66415,Nevada,Twin Ridges Elementary,KK-08,590,35.76250076,7.796599865,30.6779995,78,660.0999756,0.132203385,7203.246582,16.49772835,11.4659996,0.169491529,673.0999756,647.0999756
258,72173,Tulare,Sundale Union Elementary,KK-08,546,27.60000038,13.91940022,54.76190186,60,660.1999512,0.109890111,4777.769043,19.78260803,10.09799957,13.73626423,659.7999878,660.5999756
259,72207,Tulare,Three Rivers Union Elementary,KK-08,248,11.11999989,7.46269989,21.26869965,51,660.2999878,0.205645159,4302.834961,22.30215836,15.36499977,0,667.7999878,652.7999878
260,72348,Tuolumne,Columbia Union Elementary,KK-08,461,26,14.4708004,48.81209946,150,660.75,0.32537961,5630.194824,17.73077011,10.3113327,0.21691975,666.9000244,654.5999756
261,65102,Los Angeles,Westside Union Elementary,KK-08,6312,308.6799927,9.837900162,22.69300079,496,660.9499512,0.078580484,4708.625,20.44836044,16.98662567,3.121039391,662.0999756,659.7999878
262,65649,Merced,Ballico-Cressey Elementary,KK-08,285,13.98999977,7.241399765,66.20690155,62,661.3499756,0.217543855,5629.961426,20.37169456,9.612000465,47.36842346,661.0999756,661.5999756
263,68973,San Mateo,Millbrae Elementary,KK-08,2325,115.3000031,2.881700039,15.6559,302,661.4500122,0.129892468,4890.986816,20.16478729,21.11050034,22.70967865,662,660.9000244
264,69435,Santa Clara,Evergreen Elementary,KK-08,11885,549.8400269,10.19769955,30.44169998,1790,661.5999756,0.150610015,4929.393066,21.61537743,16.47331238,29.12074089,659.0999756,664.0999756
265,70730,Sonoma,Harmony Union Elementary,KK-08,564,27.43000031,6.89659977,21.37929916,46,661.5999756,0.081560284,4905.221191,20.56142807,18.36899948,4.43262434,672.4000244,650.7999878
266,63362,Kern,Panama Buena Vista Union Elementary,KK-08,12380,620.3800049,12.29520035,31.01889992,1671,661.8499756,0.134975761,5156.856934,19.95551109,16.65411186,4.814216614,660.0999756,663.5999756
267,68932,San Mateo,Laguna Salada Union Elementary,KK-08,3772,178.0599976,3.371999979,18.38780022,529,661.8499756,0.140243903,4941.787598,21.18387032,18.54422188,5.249204636,665.4000244,658.2999878
268,72371,Tuolumne,Sonora Elementary,KK-08,895,47.58000183,17.55319977,42.44680023,70,661.8499756,0.078212291,5408.781738,18.8104229,14.18000031,1.899441361,662.7000122,661
269,66910,Placer,Roseville City Elementary,KK-08,5714,277.6700134,10.53429985,30.06909943,489,661.9000244,0.085579276,4981.387695,20.57838249,18.02955437,8.66293335,664.2999878,659.5
270,71084,Stanislaus,Gratton Elementary,KK-08,105,5.730000019,0,0,16,661.9000244,0.152380958,4877.086426,18.32460785,13.58600044,10.47619057,662.5,661.2999878
271,64196,Lassen,Susanville Elementary,KK-08,1449,76.98999786,16.5279007,42.60089874,125,661.9500122,0.086266391,5111.739258,18.82062721,12.64000034,1.242236018,660.4000244,663.5
272,69872,Shasta,Bella Vista Elementary,KK-08,510,24.5,20.39220047,45.88240051,95,662.4000244,0.186274514,5201.515625,20.81632614,11.10299969,0,663.0999756,661.7000122
273,71852,Tulare,Columbine Elementary,KK-08,160,8,11.25,56.875,39,662.4000244,0.243750006,4138.305664,20,7.5,9.375,651.4000244,673.4000244
274,64626,Los Angeles,Hughes-Elizabeth Lakes Union Elementary,KK-08,433,22,9.336099625,25.10370064,50,662.4500122,0.115473442,5743.597168,19.68181801,15.50599957,1.385681391,665.4000244,659.5
275,69591,Santa Clara,Mountain View Elementary,KK-08,3186,164.3099976,5.45389986,44.39070129,411,662.5,0.129001886,5702.705078,19.39017677,22.84140015,35.34212112,663.5,661.5
276,65045,Los Angeles,Sulphur Springs Union Elementary,KK-06,5010,239.3999939,5.298900127,27.35449982,576,662.5500488,0.114970058,4802.152832,20.92731857,19.82312584,9.64071846,661.7000122,663.4000244
277,70680,Sonoma,Forestville Union Elementary,KK-08,717,35.95000076,8.888899803,24.72220039,100,662.5500488,0.139470011,5442.143066,19.94436646,16.34700012,2.231520176,669.4000244,655.7000122
278,63750,Kern,Rosedale Union Elementary,KK-08,3548,170.6499939,3.25999999,14.8508997,335,662.6500244,0.09441939,4522.375488,20.79109383,16.29299927,0.36640361,658.2999878,667
279,69948,Shasta,Columbia Elementary,KK-08,868,45.20000076,16.58989906,29.83869934,78,662.7000122,0.089861751,4965.808105,19.20353889,13.24800014,0.57603687,662.4000244,663
